Image,Object,Color,Caption
raw/Wealth/20210420231529__https____www.scotiawealthmanagement.com__ca__fr__accueil__gestion-de-placements__service-de-gestion-privee-de-portefeuilles/content__dam__scotiabank__swm__private-investment.jpg2000.2000.jpg,"person 90.9%
person 86.6%
chair 79.9%","darkslategray
gainsboro
indianred
lightslategray",a man and a child drawing with pencils on a table
raw/Wealth/20210620210712__https____www.scotiawealthmanagement.com__ca__en__home__the-scotiabank-women-initiative__knowledge-centre/content__dam__SWM__Images__smiling-senior-businesswoman.jpg2000.2000.jpg,"person 94.4%
person 94.3%
potted plant 86.5%
chair 64.5%
bench 26.0%","darkslategray
gainsboro
gray
darkgray
cadetblue",two women sitting in front of a window talking
raw/Wealth/20210420223455__https____www.scotiawealthmanagement.com__intl__en__home__investment-management/content__dam__itrade__images__investment-management.jpg2000.2000.jpg,"person 85.2%
person 83.1%
laptop 74.9%
dining table 50.1%","darkslategray
gainsboro
darkgray
lightslategray
gray",two business people sitting at a desk looking at a laptop
raw/Wealth/20210518192721__https____www.scotiawealthmanagement.com__ca__en__home__investment-management/content__dam__itrade__images__investment-management.jpg2000.2000.jpg,"person 85.2%
person 83.1%
laptop 74.9%
dining table 50.1%","darkslategray
gainsboro
darkgray
lightslategray
gray",two business people sitting at a desk looking at a laptop
raw/Wealth/20210518205257__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__nuestra-identidad/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20210420221623__https____www.scotiawealthmanagement.com__ca__en__home__the-scotiabank-women-initiative/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20210123082850__https____www.scotiawealthmanagement.com__ca__fr__accueil__gestion-de-placements__service-de-gestion-privee-de-portefeuilles/content__dam__scotiabank__swm__private-investment.jpg2000.2000.jpg,"person 90.9%
person 86.6%
chair 79.9%","darkslategray
gainsboro
indianred
lightslategray",a man and a child drawing with pencils on a table
raw/Wealth/20200923150825__https____www.scotiawealthmanagement.com__ca__en__home__investment-management__scotiamcleod/content__dam__scotiabank__swm__default.jpg2000.2000.jpg,"person 91.6%
person 91.2%
person 91.1%
person 90.3%","lightgray
darkslategray
gray
rosybrown",a family walking on the beach at sunset
raw/Wealth/20210620230633__https____www.scotiawealthmanagement.com__ca__en__home__about-us/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20200808032146__https____www.scotiawealthmanagement.com__ca__fr__accueil__gestion-de-placements__service-de-gestion-privee-de-portefeuilles/content__dam__scotiabank__swm__private-investment.jpg2000.2000.jpg,"person 90.9%
person 86.6%
chair 79.9%","darkslategray
gainsboro
indianred
lightslategray",a man and a child drawing with pencils on a table
raw/Wealth/20210805085451__https____www.scotiawealthmanagement.com__ca__en__home__investment-management__private-investment-counsel/content__dam__scotiabank__swm__private-investment.jpg2000.2000.jpg,"person 90.9%
person 86.6%
chair 79.9%","darkslategray
gainsboro
indianred
lightslategray",a man and a child drawing with pencils on a table
raw/Wealth/20210411163855__https____www.scotiawealthmanagement.com__ca__en__home__investment-management__scotiamcleod/content__dam__scotiabank__swm__default.jpg2000.2000.jpg,"person 91.6%
person 91.2%
person 91.1%
person 90.3%","lightgray
darkslategray
gray
rosybrown",a family walking on the beach at sunset
raw/Wealth/20210917230013__https____www.scotiawealthmanagement.com__ca__en__home__scotiatrust/content__dam__scotiabank__swm__My_grandparents_are_the__best.jpg2000.2000.jpg,"person 90.4%
person 87.5%
person 72.0%
cup 29.4%","lightgray
darkslategray
dimgray
darkgray
lightslategray",a little girl holding a glass of wine and an older man holding a glass of
raw/Wealth/20210518193342__https____www.scotiawealthmanagement.com__ca__en__home__the-scotiabank-women-initiative__knowledge-centre/content__dam__SWM__Images__smiling-senior-businesswoman.jpg2000.2000.jpg,"person 94.4%
person 94.3%
potted plant 86.5%
chair 64.5%
bench 26.0%","darkslategray
gainsboro
gray
darkgray
cadetblue",two women sitting in front of a window talking
raw/Wealth/20200703211153__https____www.scotiawealthmanagement.com__ca__en__home__scotiatrust/content__dam__scotiabank__swm__My_grandparents_are_the__best.jpg2000.2000.jpg,"person 90.4%
person 87.5%
person 72.0%
cup 29.4%","lightgray
darkslategray
dimgray
darkgray
lightslategray",a little girl holding a glass of wine and an older man holding a glass of
raw/Wealth/20210420214749__https____www.scotiawealthmanagement.com__mx__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210518211642__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__nuestra-identidad/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20210518203952__https____www.scotiawealthmanagement.com__ca__en__home__not-yet-a-client/content__dam__SWM__Images__service-banners-hero.jpg2000.2000.jpg,"laptop 93.1%
person 91.9%
person 88.8%
chair 55.4%
clock 34.6%","darkslategray
gainsboro
darkgray
sienna
lightslategray",a man and a boy looking at a laptop computer
raw/Wealth/20210620222747__https____www.scotiawealthmanagement.com__ca__fr__accueil/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210416144052__https____www.scotiawealthmanagement.com__ca__fr__accueil__gestion-de-placements__service-de-gestion-privee-de-portefeuilles/content__dam__scotiabank__swm__private-investment.jpg2000.2000.jpg,"person 90.9%
person 86.6%
chair 79.9%","darkslategray
gainsboro
indianred
lightslategray",a man and a child drawing with pencils on a table
raw/Wealth/20200923152028__https____www.scotiawealthmanagement.com__ca__en__home__not-yet-a-client__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20211019215513__https____www.scotiawealthmanagement.com__ca__fr__accueil/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20200923151239__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__estructuracin-patrimonial-y-fiduciaria/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20201028080204__https____www.scotiawealthmanagement.com__ca__en__home__investment-management__scotiamcleod/content__dam__scotiabank__swm__default.jpg2000.2000.jpg,"person 91.6%
person 91.2%
person 91.1%
person 90.3%","lightgray
darkslategray
gray
rosybrown",a family walking on the beach at sunset
raw/Wealth/20210620213104__https____www.scotiawealthmanagement.com__ca__en__home__the-scotiabank-women-initiative/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20210225132116__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__contacte-su-oficina-local/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20210411162627__https____www.scotiawealthmanagement.com__intl__en__home/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210620225607__https____www.scotiawealthmanagement.com__ca__en__home__investment-management__private-investment-counsel/content__dam__scotiabank__swm__private-investment.jpg2000.2000.jpg,"person 90.9%
person 86.6%
chair 79.9%","darkslategray
gainsboro
indianred
lightslategray",a man and a child drawing with pencils on a table
raw/Wealth/20210805082450__https____www.scotiawealthmanagement.com__ca__fr__accueil__gestion-de-placements/content__dam__itrade__images__investment-management.jpg2000.2000.jpg,"person 85.2%
person 83.1%
laptop 74.9%
dining table 50.1%","darkslategray
gainsboro
darkgray
lightslategray
gray",two business people sitting at a desk looking at a laptop
raw/Wealth/20201028085917__https____www.scotiawealthmanagement.com__intl__en__home__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20210917232412__https____www.scotiawealthmanagement.com__ca__en__home__investment-management__private-investment-counsel/content__dam__scotiabank__swm__private-investment.jpg2000.2000.jpg,"person 90.9%
person 86.6%
chair 79.9%","darkslategray
gainsboro
indianred
lightslategray",a man and a child drawing with pencils on a table
raw/Wealth/20201028080503__https____www.scotiawealthmanagement.com__ca__en__home__not-yet-a-client__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20210620223308__https____www.scotiawealthmanagement.com__ca__en__home__scotiatrust/content__dam__scotiabank__swm__My_grandparents_are_the__best.jpg2000.2000.jpg,"person 90.4%
person 87.5%
person 72.0%
cup 29.4%","lightgray
darkslategray
dimgray
darkgray
lightslategray",a little girl holding a glass of wine and an older man holding a glass of
raw/Wealth/20200815045928__https____www.scotiawealthmanagement.com__intl__en__home__private-banking/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20210123065426__https____www.scotiawealthmanagement.com__intl__en__home__wealth-structuring-and-trust/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20211019222645__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__contactanos/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20200815041148__https____www.scotiawealthmanagement.com__intl__en__home__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20220314200457__https____www.scotiawealthmanagement.com__ca__en__connect-with-us/content__dam__SWM__Images__swm-redesign-images__SWM-hero-connect-with-us.jpg2000.2000.jpg,stop sign 46.7%,"darkslategray
crimson
mistyrose
lightcoral
gray",an image of the olympic flag with two olympic symbols on it
raw/Wealth/20200815051412__https____www.scotiawealthmanagement.com__ca__en__home/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20200923163310__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__nuestra-identidad/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20210805064259__https____www.scotiawealthmanagement.com__intl__en__home__wealth-structuring-and-trust/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20210917214122__https____www.scotiawealthmanagement.com__ca__fr__accueil__communiquez-avec-nous/content__dam__SWM__Images__service-banners-hero.jpg2000.2000.jpg,"laptop 93.1%
person 91.9%
person 88.8%
chair 55.4%
clock 34.6%","darkslategray
gainsboro
darkgray
sienna
lightslategray",a man and a boy looking at a laptop computer
raw/Wealth/20201028074255__https____www.scotiawealthmanagement.com__mx__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210225140449__https____www.scotiawealthmanagement.com__ca__en__home__private-banking/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20200815040356__https____www.scotiawealthmanagement.com__intl__en__home__wealth-structuring-and-trust/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20210420232258__https____www.scotiawealthmanagement.com__ca__en__home__private-banking/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20210420234207__https____www.scotiawealthmanagement.com__ca__fr__accueil__linitiative-femmes-de-la-banque-scotia__centre-de-ressources/content__dam__SWM__Images__smiling-senior-businesswoman.jpg2000.2000.jpg,"person 94.4%
person 94.3%
potted plant 86.5%
chair 64.5%
bench 26.0%","darkslategray
gainsboro
gray
darkgray
cadetblue",two women sitting in front of a window talking
raw/Wealth/20200923161018__https____www.scotiawealthmanagement.com__intl__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20211019213312__https____www.scotiawealthmanagement.com__ca__en__home__not-yet-a-client/content__dam__SWM__Images__service-banners-hero.jpg2000.2000.jpg,"laptop 93.1%
person 91.9%
person 88.8%
chair 55.4%
clock 34.6%","darkslategray
gainsboro
darkgray
sienna
lightslategray",a man and a boy looking at a laptop computer
raw/Wealth/20210225135141__https____www.scotiawealthmanagement.com__ca__fr__accueil/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20211202215219__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__soluciones-de-inversian/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20210420231335__https____www.scotiawealthmanagement.com__ca__en__home__scotiatrust/content__dam__scotiabank__swm__My_grandparents_are_the__best.jpg2000.2000.jpg,"person 90.4%
person 87.5%
person 72.0%
cup 29.4%","lightgray
darkslategray
dimgray
darkgray
lightslategray",a little girl holding a glass of wine and an older man holding a glass of
raw/Wealth/20200519215047__http____www.scotiawealthmanagement.com__intl__es__pagina-principal__estructuracin-patrimonial-y-fiduciaria/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20210518201922__https____www.scotiawealthmanagement.com__ca__fr__accueil__linitiative-femmes-de-la-banque-scotia/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20210518192903__https____www.scotiawealthmanagement.com__intl__es__pagina-principal__banca-privada/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20210420222915__https____www.scotiawealthmanagement.com__ca__fr__accueil__linitiative-femmes-de-la-banque-scotia/content__dam__SWM__Images__smiling-businesswoman.jpg2000.2000.jpg,"person 94.1%
tv 89.8%
chair 88.5%
tv 76.0%
tv 26.5%","darkslategray
gainsboro
darkgray
gray
cadetblue",a woman sitting at a computer in an office
raw/Wealth/20210805073734__https____www.scotiawealthmanagement.com__ca__fr__accueil__a-propos-de-nous/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20210620205934__https____www.scotiawealthmanagement.com__intl__en__home__wealth-structuring-and-trust/content__dam__scotiabank__swm__financial-planning.jpg2000.2000.jpg,"person 94.3%
person 93.8%
refrigerator 89.5%
vase 74.0%
potted plant 50.6%
dining table 35.1%
chair 30.7%","darkslategray
lightgray
cadetblue
lightslategray
indianred",a mother sitting on the floor with her daughter and a kiss
raw/Wealth/20210123071947__https____www.scotiawealthmanagement.com__ca__en__home__not-yet-a-client__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20201028084943__https____www.scotiawealthmanagement.com__ca__fr__accueil/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210518210549__https____www.scotiawealthmanagement.com__intl__en__home__about-us/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20201028080341__https____www.scotiawealthmanagement.com__ca__fr__accueil__services-bancaires-prives/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20200618191443__http____www.scotiawealthmanagement.com__intl__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20210123064530__https____www.scotiawealthmanagement.com__mx__es__pagina-principal/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20220210183450__https____www.scotiawealthmanagement.com__ca__en/content__dam__SWM__Images__swm-redesign-images__SWM-hero-heads-together.jpg2000.2000.jpg,bird 72.1%,"darkslategray
crimson
linen
lightsalmon
gray",an image of the statue of liberty in red and black
raw/Wealth/20200815050918__https____www.scotiawealthmanagement.com__ca__fr__accueil__communiquez-avec-nous__comment-pouvons-nous-vous-aider/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20220301083849__https____www.scotiawealthmanagement.com__ca__en/content__dam__SWM__Images__swm-redesign-images__SWM-hero-heads-together.jpg2000.2000.jpg,bird 72.1%,"darkslategray
crimson
linen
lightsalmon
gray",an image of the statue of liberty in red and black
raw/Wealth/20200815042920__https____www.scotiawealthmanagement.com__ca__en__home__not-yet-a-client__contact-us/content__dam__scotiabank__swm__Mature_man_using_laptop_with_woman_looking_over__shoulder.jpg2000.2000.jpg,"laptop 93.3%
person 92.9%
chair 91.4%
chair 91.4%
person 90.8%
cup 88.2%
cup 86.3%
potted plant 81.6%
potted plant 73.8%
potted plant 70.4%
chair 68.4%
dining table 63.5%
potted plant 48.8%
book 47.3%","darkslategray
darkgray
dimgray
darkseagreen
lightslategray",two people looking at a laptop computer at a table
raw/Wealth/20210805071655__https____www.scotiawealthmanagement.com__ca__fr__accueil__services-bancaires-prives/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20210225131822__https____www.scotiawealthmanagement.com__ca__fr__accueil__a-propos-de-nous/content__dam__scotiabank__swm__Businesswomen_using_laptop_in__meeting.jpg2000.2000.jpg,"person 94.8%
laptop 93.1%
chair 91.0%
person 90.9%
chair 84.9%
cell phone 73.7%
chair 60.0%
chair 32.0%
chair 28.0%","lightgray
darkslategray
dimgray
darkgray
lightslategray",two women sitting at a table looking at a laptop computer
raw/Wealth/20210225130032__https____www.scotiawealthmanagement.com__ca__fr__accueil__communiquez-avec-nous/content__dam__SWM__Images__service-banners-hero.jpg2000.2000.jpg,"laptop 93.1%
person 91.9%
person 88.8%
chair 55.4%
clock 34.6%","darkslategray
gainsboro
darkgray
sienna
lightslategray",a man and a boy looking at a laptop computer
raw/Wealth/20201111215641__https____www.scotiawealthmanagement.com__ca__en__home__private-banking/content__dam__scotiabank__swm__160992764_20_1.jpg2000.2000.jpg,"person 94.8%
person 93.4%
handbag 82.8%","darkslategray
lightgray
indianred
rosybrown
dimgray",a man and a woman walking down a city street
raw/Wealth/20200921001556__https____www.scotiawealthmanagement.com__ca__fr__accueil/content__dam__scotiabank__swm__Playful_grandparents_and_grandchildren_at_party_on_balcony.jpg2000.2000.jpg,"person 94.2%
tie 89.5%
person 88.3%
person 85.7%
person 79.3%
person 66.3%
bench 57.1%
person 55.0%
umbrella 51.2%","darkslategray
lightgray
dimgray
darkseagreen
lightslategray",a family sitting on a bench in a park
raw/Wealth/20211202221448__https____www.scotiawealthmanagement.com__mx__es__pagina-principal__soluciones-financieras/content__dam__SWM__Images__private-banking.jpg2000.2000.jpg,"person 91.2%
book 87.6%
person 74.4%
person 32.6%","darkslategray
lightgray
gray
rosybrown
lightslategray",a bride and groom laughing while looking at each other
